Position,Velocity,Throttle, Pitch_Angle,Pitch_Rate,Desired_Pitch,Elevator
 4.57995E+02, 6.17084E+00, 5.04331E-01, 6.78673E+00,-7.54401E-02, 6.51147E+00,-1.88503E-02
 4.59228E+02, 6.16471E+00, 5.04321E-01, 6.77165E+00,-7.53720E-02, 6.48926E+00,-1.88221E-02
 4.59844E+02, 6.16164E+00, 5.04318E-01, 6.76411E+00,-7.53302E-02, 6.48187E+00,-1.88131E-02
 4.60460E+02, 6.15857E+00, 5.04318E-01, 6.75658E+00,-7.52913E-02, 6.48187E+00,-1.88131E-02
 4.61076E+02, 6.15551E+00, 5.04315E-01, 6.74906E+00,-7.52535E-02, 6.47448E+00,-1.88039E-02
 4.61691E+02, 6.15245E+00, 5.04309E-01, 6.74153E+00,-7.52345E-02, 6.45971E+00,-1.87843E-02
 4.62306E+02, 6.14939E+00, 5.04309E-01, 6.73402E+00,-7.51859E-02, 6.45971E+00,-1.87843E-02
 4.62921E+02, 6.14632E+00, 5.04303E-01, 6.72650E+00,-7.51443E-02, 6.44495E+00,-1.87666E-02
 4.62921E+02, 6.14632E+00, 5.04303E-01, 6.72650E+00,-7.51443E-02, 6.44495E+00,-1.87666E-02
 4.63535E+02, 6.14326E+00, 5.04303E-01, 6.71899E+00,-7.51054E-02, 6.44495E+00,-1.87666E-02
 4.64763E+02, 6.13715E+00, 5.04296E-01, 6.70398E+00,-7.50301E-02, 6.43021E+00,-1.87482E-02
 4.65376E+02, 6.13410E+00, 5.04290E-01, 6.69648E+00,-7.50114E-02, 6.41549E+00,-1.87288E-02
 4.65376E+02, 6.13410E+00, 5.04290E-01, 6.69648E+00,-7.50114E-02, 6.41549E+00,-1.87288E-02
 4.65989E+02, 6.13104E+00, 5.04287E-01, 6.68898E+00,-7.49632E-02, 6.40813E+00,-1.87199E-02
 4.66602E+02, 6.12798E+00, 5.04287E-01, 6.68149E+00,-7.49215E-02, 6.40813E+00,-1.87199E-02
 4.67214E+02, 6.12494E+00, 5.04281E-01, 6.67400E+00,-7.49006E-02, 6.39343E+00,-1.87008E-02
 4.67827E+02, 6.12189E+00, 5.04278E-01, 6.66652E+00,-7.48520E-02, 6.38608E+00,-1.86921E-02
 4.69050E+02, 6.11579E+00, 5.04272E-01, 6.65156E+00,-7.47894E-02, 6.37140E+00,-1.86729E-02
 4.69661E+02, 6.11274E+00, 5.04272E-01, 6.64408E+00,-7.47406E-02, 6.37140E+00,-1.86729E-02
 4.69661E+02, 6.11274E+00, 5.04272E-01, 6.64408E+00,-7.47406E-02, 6.37140E+00,-1.86729E-02
 4.70272E+02, 6.10970E+00, 5.04265E-01, 6.63661E+00,-7.47162E-02, 6.35673E+00,-1.86544E-02
 4.70883E+02, 6.10666E+00, 5.04262E-01, 6.62914E+00,-7.46668E-02, 6.34941E+00,-1.86457E-02
 4.72103E+02, 6.10058E+00, 5.04262E-01, 6.61422E+00,-7.46037E-02, 6.34941E+00,-1.86457E-02
 4.72103E+02, 6.10058E+00, 5.04256E-01, 6.61422E+00,-7.46037E-02, 6.33476E+00,-1.86266E-02
 4.72713E+02, 6.09753E+00, 5.04256E-01, 6.60677E+00,-7.45551E-02, 6.33476E+00,-1.86266E-02
 4.73932E+02, 6.09146E+00, 5.04253E-01, 6.59186E+00,-7.44926E-02, 6.32744E+00,-1.86179E-02
 4.74540E+02, 6.08842E+00, 5.04244E-01, 6.58442E+00,-7.44439E-02, 6.30552E+00,-1.85902E-02
 4.75149E+02, 6.08539E+00, 5.04241E-01, 6.57698E+00,-7.44023E-02, 6.29821E+00,-1.85813E-02
 4.75149E+02, 6.08539E+00, 5.04241E-01, 6.57698E+00,-7.44023E-02, 6.29821E+00,-1.85813E-02
 4.76365E+02, 6.07932E+00, 5.04235E-01, 6.56211E+00,-7.43443E-02, 6.28362E+00,-1.85620E-02
 4.76365E+02, 6.07932E+00, 5.04235E-01, 6.56211E+00,-7.43443E-02, 6.28362E+00,-1.85620E-02
 4.77580E+02, 6.07326E+00, 5.04232E-01, 6.54725E+00,-7.42550E-02, 6.27633E+00,-1.85534E-02
 4.78187E+02, 6.07023E+00, 5.04229E-01, 6.53983E+00,-7.42165E-02, 6.26904E+00,-1.85445E-02
 4.78187E+02, 6.07023E+00, 5.04226E-01, 6.53983E+00,-7.42165E-02, 6.26175E+00,-1.85355E-02
 4.78794E+02, 6.06720E+00, 5.04226E-01, 6.53242E+00,-7.41792E-02, 6.26175E+00,-1.85355E-02
 4.80006E+02, 6.06115E+00, 5.04216E-01, 6.51759E+00,-7.41126E-02, 6.23992E+00,-1.85075E-02
 4.80612E+02, 6.05813E+00, 5.04216E-01, 6.51018E+00,-7.40712E-02, 6.23992E+00,-1.85075E-02
 4.80612E+02, 6.05813E+00, 5.04213E-01, 6.51018E+00,-7.40712E-02, 6.23265E+00,-1.84985E-02
 4.81218E+02, 6.05510E+00, 5.04210E-01, 6.50278E+00,-7.40327E-02, 6.22539E+00,-1.84895E-02
 4.82428E+02, 6.04906E+00, 5.04207E-01, 6.48798E+00,-7.39585E-02, 6.21813E+00,-1.84804E-02
 4.82428E+02, 6.04906E+00, 5.04207E-01, 6.48798E+00,-7.39585E-02, 6.21813E+00,-1.84804E-02
 4.83032E+02, 6.04605E+00, 5.04201E-01, 6.48059E+00,-7.39401E-02, 6.20361E+00,-1.84611E-02
 4.83637E+02, 6.04303E+00, 5.04198E-01, 6.47320E+00,-7.38923E-02, 6.19636E+00,-1.84525E-02
 4.84241E+02, 6.04001E+00, 5.04195E-01, 6.46581E+00,-7.38512E-02, 6.18911E+00,-1.84436E-02
 4.84844E+02, 6.03699E+00, 5.04192E-01, 6.45843E+00,-7.38129E-02, 6.18187E+00,-1.84346E-02
 4.85448E+02, 6.03398E+00, 5.04192E-01, 6.45105E+00,-7.37756E-02, 6.18187E+00,-1.84346E-02
 4.86654E+02, 6.02796E+00, 5.04186E-01, 6.43631E+00,-7.37091E-02, 6.16739E+00,-1.84153E-02
 4.86654E+02, 6.02796E+00, 5.04186E-01, 6.43631E+00,-7.37091E-02, 6.16739E+00,-1.84153E-02
 4.87256E+02, 6.02496E+00, 5.04180E-01, 6.42894E+00,-7.36852E-02, 6.15293E+00,-1.83968E-02
 4.87256E+02, 6.02496E+00, 5.04180E-01, 6.42894E+00,-7.36852E-02, 6.15293E+00,-1.83968E-02
 4.87858E+02, 6.02195E+00, 5.04177E-01, 6.42158E+00,-7.36363E-02, 6.14570E+00,-1.83883E-02
 4.89062E+02, 6.01594E+00, 5.04171E-01, 6.40686E+00,-7.35739E-02, 6.13126E+00,-1.83694E-02
 4.89663E+02, 6.01293E+00, 5.04171E-01, 6.39951E+00,-7.35257E-02, 6.13126E+00,-1.83694E-02
 4.89663E+02, 6.01293E+00, 5.04171E-01, 6.39951E+00,-7.35257E-02, 6.13126E+00,-1.83694E-02
 4.90264E+02, 6.00993E+00, 5.04165E-01, 6.39216E+00,-7.34845E-02, 6.11683E+00,-1.83519E-02
 4.90264E+02, 6.00993E+00, 5.04165E-01, 6.39216E+00,-7.34845E-02, 6.11683E+00,-1.83519E-02
 4.90865E+02, 6.00693E+00, 5.04162E-01, 6.38481E+00,-7.34462E-02, 6.10962E+00,-1.83430E-02
 4.92065E+02, 6.00093E+00, 5.04159E-01, 6.37013E+00,-7.33724E-02, 6.10242E+00,-1.83339E-02
 4.92065E+02, 6.00093E+00, 5.04159E-01, 6.37013E+00,-7.33724E-02, 6.10242E+00,-1.83339E-02
 4.93265E+02, 5.99494E+00, 5.04153E-01, 6.35547E+00,-7.33067E-02, 6.08802E+00,-1.83148E-02
 4.93265E+02, 5.99494E+00, 5.04153E-01, 6.35547E+00,-7.33067E-02, 6.08802E+00,-1.83148E-02
 4.94463E+02, 5.98895E+00, 5.04147E-01, 6.34082E+00,-7.32276E-02, 6.07363E+00,-1.82974E-02
 4.95061E+02, 5.98595E+00, 5.04144E-01, 6.33350E+00,-7.31906E-02, 6.06645E+00,-1.82884E-02
 4.95660E+02, 5.98297E+00, 5.04138E-01, 6.32618E+00,-7.31721E-02, 6.05208E+00,-1.82693E-02
 4.96258E+02, 5.97998E+00, 5.04135E-01, 6.31887E+00,-7.31246E-02, 6.04491E+00,-1.82608E-02
 4.96855E+02, 5.97699E+00, 5.04132E-01, 6.31156E+00,-7.30839E-02, 6.03774E+00,-1.82519E-02
 4.97453E+02, 5.97400E+00, 5.04132E-01, 6.30426E+00,-7.30457E-02, 6.03774E+00,-1.82519E-02
 4.98050E+02, 5.97101E+00, 5.04129E-01, 6.29696E+00,-7.30088E-02, 6.03057E+00,-1.82430E-02
 4.98050E+02, 5.97101E+00, 5.04129E-01, 6.29696E+00,-7.30088E-02, 6.03057E+00,-1.82430E-02
 4.99243E+02, 5.96505E+00, 5.04123E-01, 6.28236E+00,-7.29429E-02, 6.01624E+00,-1.82239E-02
 4.99243E+02, 5.96505E+00, 5.04120E-01, 6.28236E+00,-7.29429E-02, 6.00908E+00,-1.82154E-02
 5.00435E+02, 5.95910E+00, 5.04120E-01, 6.26779E+00,-7.28819E-02, 6.00908E+00,-1.82154E-02
 5.00435E+02, 5.95910E+00, 5.04114E-01, 6.26779E+00,-7.28819E-02, 5.99478E+00,-1.81966E-02
 5.01031E+02, 5.95612E+00, 5.04114E-01, 6.26050E+00,-7.28342E-02, 5.99478E+00,-1.81966E-02
 5.02221E+02, 5.95017E+00, 5.04108E-01, 6.24595E+00,-7.27618E-02, 5.98049E+00,-1.81783E-02
 5.02221E+02, 5.95017E+00, 5.04108E-01, 6.24595E+00,-7.27618E-02, 5.98049E+00,-1.81783E-02
 5.02816E+02, 5.94719E+00, 5.04105E-01, 6.23867E+00,-7.27208E-02, 5.97335E+00,-1.81699E-02
 5.03410E+02, 5.94422E+00, 5.04102E-01, 6.23140E+00,-7.26827E-02, 5.96621E+00,-1.81611E-02
 5.04598E+02, 5.93828E+00, 5.04093E-01, 6.21688E+00,-7.26273E-02, 5.94482E+00,-1.81332E-02
 5.04598E+02, 5.93828E+00, 5.04093E-01, 6.21688E+00,-7.26273E-02, 5.94482E+00,-1.81332E-02
 5.05192E+02, 5.93531E+00, 5.04090E-01, 6.20962E+00,-7.25801E-02, 5.93770E+00,-1.81247E-02
 5.05785E+02, 5.93234E+00, 5.04087E-01, 6.20237E+00,-7.25395E-02, 5.93058E+00,-1.81160E-02
 5.06378E+02, 5.92937E+00, 5.04084E-01, 6.19512E+00,-7.25017E-02, 5.92346E+00,-1.81070E-02
 5.07563E+02, 5.92345E+00, 5.04078E-01, 6.18062E+00,-7.24465E-02, 5.90924E+00,-1.80881E-02
 5.07563E+02, 5.92345E+00, 5.04078E-01, 6.18062E+00,-7.24465E-02, 5.90924E+00,-1.80881E-02
 5.08155E+02, 5.92048E+00, 5.04075E-01, 6.17338E+00,-7.23994E-02, 5.90214E+00,-1.80796E-02
 5.08747E+02, 5.91752E+00, 5.04072E-01, 6.16615E+00,-7.23590E-02, 5.89504E+00,-1.80709E-02
 5.09338E+02, 5.91456E+00, 5.04070E-01, 6.15892E+00,-7.23212E-02, 5.88794E+00,-1.80620E-02
 5.10520E+02, 5.90865E+00, 5.04070E-01, 6.14446E+00,-7.22663E-02, 5.88794E+00,-1.80620E-02
 5.10520E+02, 5.90865E+00, 5.04064E-01, 6.14446E+00,-7.22663E-02, 5.87376E+00,-1.80431E-02
 5.11701E+02, 5.90274E+00, 5.04064E-01, 6.13002E+00,-7.21958E-02, 5.87376E+00,-1.80431E-02
 5.11701E+02, 5.90274E+00, 5.04058E-01, 6.13002E+00,-7.21958E-02, 5.85959E+00,-1.80249E-02
 5.12291E+02, 5.89979E+00, 5.04055E-01, 6.12281E+00,-7.21477E-02, 5.85251E+00,-1.80165E-02
 5.13470E+02, 5.89389E+00, 5.04055E-01, 6.10839E+00,-7.20865E-02, 5.85251E+00,-1.80165E-02
 5.14059E+02, 5.89094E+00, 5.04049E-01, 6.10118E+00,-7.20391E-02, 5.83836E+00,-1.79979E-02
 5.14648E+02, 5.88799E+00, 5.04046E-01, 6.09398E+00,-7.19985E-02, 5.83129E+00,-1.79895E-02
 5.14648E+02, 5.88799E+00, 5.04043E-01, 6.09398E+00,-7.19985E-02, 5.82422E+00,-1.79808E-02
 5.15237E+02, 5.88505E+00, 5.04040E-01, 6.08679E+00,-7.19609E-02, 5.81716E+00,-1.79720E-02
 5.15825E+02, 5.88210E+00, 5.04040E-01, 6.07959E+00,-7.19244E-02, 5.81716E+00,-1.79720E-02
 5.16413E+02, 5.87916E+00, 5.04034E-01, 6.07240E+00,-7.19061E-02, 5.80305E+00,-1.79531E-02
 5.17588E+02, 5.87328E+00, 5.04034E-01, 6.05803E+00,-7.18359E-02, 5.80305E+00,-1.79531E-02
 5.17588E+02, 5.87328E+00, 5.04028E-01, 6.05803E+00,-7.18359E-02, 5.78895E+00,-1.79350E-02
 5.18175E+02, 5.87034E+00, 5.04028E-01, 6.05085E+00,-7.17880E-02, 5.78895E+00,-1.79350E-02
 5.18761E+02, 5.86740E+00, 5.04026E-01, 6.04368E+00,-7.17474E-02, 5.78190E+00,-1.79267E-02
 5.19348E+02, 5.86447E+00, 5.04020E-01, 6.03651E+00,-7.17097E-02, 5.76783E+00,-1.79092E-02
 5.20520E+02, 5.85860E+00, 5.04020E-01, 6.02218E+00,-7.16549E-02, 5.76783E+00,-1.79092E-02
 5.20520E+02, 5.85860E+00, 5.04014E-01, 6.02218E+00,-7.16549E-02, 5.75376E+00,-1.78905E-02
 5.21106E+02, 5.85567E+00, 5.04014E-01, 6.01501E+00,-7.16083E-02, 5.75376E+00,-1.78905E-02
 5.21691E+02, 5.85273E+00, 5.04011E-01, 6.00786E+00,-7.15683E-02, 5.74673E+00,-1.78821E-02
 5.22860E+02, 5.84688E+00, 5.04002E-01, 5.99355E+00,-7.15122E-02, 5.72567E+00,-1.78547E-02
 5.22860E+02, 5.84688E+00, 5.04002E-01, 5.99355E+00,-7.15122E-02, 5.72567E+00,-1.78547E-02
 5.24029E+02, 5.84102E+00, 5.03999E-01, 5.97926E+00,-7.14256E-02, 5.71866E+00,-1.78464E-02
 5.24613E+02, 5.83810E+00, 5.03993E-01, 5.97213E+00,-7.13882E-02, 5.70465E+00,-1.78289E-02
 5.25196E+02, 5.83518E+00, 5.03991E-01, 5.96499E+00,-7.13520E-02, 5.69764E+00,-1.78201E-02
 5.25780E+02, 5.83225E+00, 5.03988E-01, 5.95786E+00,-7.13161E-02, 5.69065E+00,-1.78113E-02
 5.25780E+02, 5.83225E+00, 5.03988E-01, 5.95786E+00,-7.13161E-02, 5.69065E+00,-1.78113E-02
 5.26945E+02, 5.82642E+00, 5.03982E-01, 5.94360E+00,-7.12628E-02, 5.67666E+00,-1.77925E-02
 5.26945E+02, 5.82642E+00, 5.03982E-01, 5.94360E+00,-7.12628E-02, 5.67666E+00,-1.77925E-02
 5.27527E+02, 5.82350E+00, 5.03982E-01, 5.93648E+00,-7.12165E-02, 5.67666E+00,-1.77925E-02
 5.28109E+02, 5.82058E+00, 5.03979E-01, 5.92937E+00,-7.11766E-02, 5.66967E+00,-1.77842E-02
 5.29273E+02, 5.81476E+00, 5.03970E-01, 5.91514E+00,-7.11207E-02, 5.64873E+00,-1.77569E-02
 5.29273E+02, 5.81476E+00, 5.03970E-01, 5.91514E+00,-7.11207E-02, 5.64873E+00,-1.77569E-02
 5.30435E+02, 5.80894E+00, 5.03965E-01, 5.90093E+00,-7.10510E-02, 5.63478E+00,-1.77390E-02
 5.31015E+02, 5.80603E+00, 5.03962E-01, 5.89383E+00,-7.10036E-02, 5.62781E+00,-1.77308E-02
 5.31596E+02, 5.80312E+00, 5.03959E-01, 5.88673E+00,-7.09633E-02, 5.62085E+00,-1.77222E-02
 5.31596E+02, 5.80312E+00, 5.03959E-01, 5.88673E+00,-7.09633E-02, 5.62085E+00,-1.77222E-02
 5.32176E+02, 5.80021E+00, 5.03959E-01, 5.87964E+00,-7.09260E-02, 5.62085E+00,-1.77222E-02
 5.32755E+02, 5.79730E+00, 5.03956E-01, 5.87255E+00,-7.08899E-02, 5.61389E+00,-1.77135E-02
 5.33335E+02, 5.79440E+00, 5.03953E-01, 5.86546E+00,-7.08543E-02, 5.60693E+00,-1.77047E-02
 5.34493E+02, 5.78860E+00, 5.03944E-01, 5.85130E+00,-7.08013E-02, 5.58608E+00,-1.76773E-02
 5.35072E+02, 5.78570E+00, 5.03941E-01, 5.84423E+00,-7.07552E-02, 5.57914E+00,-1.76690E-02
 5.35072E+02, 5.78570E+00, 5.03941E-01, 5.84423E+00,-7.07552E-02, 5.57914E+00,-1.76690E-02
 5.35650E+02, 5.78280E+00, 5.03941E-01, 5.83715E+00,-7.07156E-02, 5.57914E+00,-1.76690E-02
 5.36228E+02, 5.77990E+00, 5.03939E-01, 5.83009E+00,-7.06787E-02, 5.57220E+00,-1.76604E-02
 5.37383E+02, 5.77411E+00, 5.03930E-01, 5.81596E+00,-7.06248E-02, 5.55140E+00,-1.76332E-02
 5.37960E+02, 5.77122E+00, 5.03930E-01, 5.80890E+00,-7.05787E-02, 5.55140E+00,-1.76332E-02
 5.38537E+02, 5.76833E+00, 5.03927E-01, 5.80185E+00,-7.05392E-02, 5.54448E+00,-1.76249E-02
 5.39113E+02, 5.76544E+00, 5.03927E-01, 5.79480E+00,-7.05195E-02, 5.54448E+00,-1.76249E-02
 5.39690E+02, 5.76255E+00, 5.03921E-01, 5.78775E+00,-7.04730E-02, 5.53064E+00,-1.76066E-02
 5.39690E+02, 5.76255E+00, 5.03919E-01, 5.78775E+00,-7.04730E-02, 5.52372E+00,-1.75984E-02
 5.40266E+02, 5.75966E+00, 5.03919E-01, 5.78071E+00,-7.04333E-02, 5.52372E+00,-1.75984E-02
 5.40841E+02, 5.75678E+00, 5.03916E-01, 5.77367E+00,-7.03964E-02, 5.51681E+00,-1.75899E-02
 5.40841E+02, 5.75678E+00, 5.03916E-01, 5.77367E+00,-7.03964E-02, 5.51681E+00,-1.75899E-02
 5.41992E+02, 5.75101E+00, 5.03910E-01, 5.75960E+00,-7.03319E-02, 5.50300E+00,-1.75715E-02
 5.41992E+02, 5.75101E+00, 5.03907E-01, 5.75960E+00,-7.03319E-02, 5.49610E+00,-1.75632E-02
 5.42567E+02, 5.74813E+00, 5.03907E-01, 5.75257E+00,-7.02923E-02, 5.49610E+00,-1.75632E-02
 5.43141E+02, 5.74525E+00, 5.03904E-01, 5.74554E+00,-7.02555E-02, 5.48920E+00,-1.75547E-02
 5.44289E+02, 5.73949E+00, 5.03896E-01, 5.73150E+00,-7.02019E-02, 5.46853E+00,-1.75276E-02
 5.44863E+02, 5.73662E+00, 5.03896E-01, 5.72448E+00,-7.01561E-02, 5.46853E+00,-1.75276E-02
 5.44863E+02, 5.73662E+00, 5.03893E-01, 5.72448E+00,-7.01561E-02, 5.46164E+00,-1.75193E-02
 5.45436E+02, 5.73374E+00, 5.03890E-01, 5.71747E+00,-7.01167E-02, 5.45476E+00,-1.75108E-02
 5.46009E+02, 5.73087E+00, 5.03887E-01, 5.71046E+00,-7.00799E-02, 5.44789E+00,-1.75021E-02
 5.47155E+02, 5.72513E+00, 5.03887E-01, 5.69646E+00,-7.00264E-02, 5.44789E+00,-1.75021E-02
 5.47155E+02, 5.72513E+00, 5.03882E-01, 5.69646E+00,-7.00264E-02, 5.43414E+00,-1.74838E-02
 5.48299E+02, 5.71939E+00, 5.03882E-01, 5.68246E+00,-6.99578E-02, 5.43414E+00,-1.74838E-02
 5.48299E+02, 5.71939E+00, 5.03876E-01, 5.68246E+00,-6.99578E-02, 5.42041E+00,-1.74661E-02
 5.49442E+02, 5.71366E+00, 5.03876E-01, 5.66848E+00,-6.98877E-02, 5.42041E+00,-1.74661E-02
 5.50013E+02, 5.71080E+00, 5.03870E-01, 5.66150E+00,-6.98408E-02, 5.40670E+00,-1.74485E-02
 5.50013E+02, 5.71080E+00, 5.03867E-01, 5.66150E+00,-6.98408E-02, 5.39984E+00,-1.74403E-02
 5.51154E+02, 5.70507E+00, 5.03865E-01, 5.64754E+00,-6.97643E-02, 5.39299E+00,-1.74319E-02
 5.51154E+02, 5.70507E+00, 5.03865E-01, 5.64754E+00,-6.97643E-02, 5.39299E+00,-1.74319E-02
 5.52295E+02, 5.69936E+00, 5.03859E-01, 5.63360E+00,-6.97003E-02, 5.37930E+00,-1.74137E-02
 5.52295E+02, 5.69936E+00, 5.03856E-01, 5.63360E+00,-6.97003E-02, 5.37247E+00,-1.74055E-02
 5.52864E+02, 5.69650E+00, 5.03853E-01, 5.62663E+00,-6.96611E-02, 5.36563E+00,-1.73970E-02
 5.54003E+02, 5.69078E+00, 5.03850E-01, 5.61271E+00,-6.95892E-02, 5.35880E+00,-1.73884E-02
 5.54571E+02, 5.68793E+00, 5.03845E-01, 5.60575E+00,-6.95715E-02, 5.34514E+00,-1.73702E-02
 5.54571E+02, 5.68793E+00, 5.03845E-01, 5.60575E+00,-6.95715E-02, 5.34514E+00,-1.73702E-02
 5.55708E+02, 5.68223E+00, 5.03842E-01, 5.59185E+00,-6.94870E-02, 5.33832E+00,-1.73620E-02
 5.55708E+02, 5.68223E+00, 5.03839E-01, 5.59185E+00,-6.94870E-02, 5.33150E+00,-1.73536E-02
 5.56276E+02, 5.67938E+00, 5.03839E-01, 5.58491E+00,-6.94506E-02, 5.33150E+00,-1.73536E-02
 5.56844E+02, 5.67653E+00, 5.03836E-01, 5.57796E+00,-6.94152E-02, 5.32469E+00,-1.73450E-02
 5.57978E+02, 5.67084E+00, 5.03834E-01, 5.56409E+00,-6.93629E-02, 5.31788E+00,-1.73364E-02
 5.57978E+02, 5.67084E+00, 5.03828E-01, 5.56409E+00,-6.93629E-02, 5.30426E+00,-1.73181E-02
 5.58545E+02, 5.66800E+00, 5.03825E-01, 5.55716E+00,-6.93177E-02, 5.29746E+00,-1.73099E-02
 5.59678E+02, 5.66232E+00, 5.03825E-01, 5.54330E+00,-6.92593E-02, 5.29746E+00,-1.73099E-02
 5.59678E+02, 5.66232E+00, 5.03820E-01, 5.54330E+00,-6.92593E-02, 5.28387E+00,-1.72920E-02
 5.60244E+02, 5.65948E+00, 5.03817E-01, 5.53638E+00,-6.92136E-02, 5.27708E+00,-1.72839E-02
 5.60809E+02, 5.65664E+00, 5.03817E-01, 5.52947E+00,-6.91746E-02, 5.27708E+00,-1.72839E-02
 5.61375E+02, 5.65380E+00, 5.03811E-01, 5.52255E+00,-6.91550E-02, 5.26350E+00,-1.72659E-02
 5.61940E+02, 5.65097E+00, 5.03808E-01, 5.51564E+00,-6.91094E-02, 5.25672E+00,-1.72579E-02
 5.62505E+02, 5.64813E+00, 5.03808E-01, 5.50873E+00,-6.90704E-02, 5.25672E+00,-1.72579E-02
 5.63633E+02, 5.64247E+00, 5.03800E-01, 5.49493E+00,-6.90161E-02, 5.23640E+00,-1.72314E-02
 5.63633E+02, 5.64247E+00, 5.03800E-01, 5.49493E+00,-6.90161E-02, 5.23640E+00,-1.72314E-02
 5.64761E+02, 5.63681E+00, 5.03800E-01, 5.48114E+00,-6.89483E-02, 5.23640E+00,-1.72314E-02
 5.65324E+02, 5.63399E+00, 5.03794E-01, 5.47425E+00,-6.89020E-02, 5.22287E+00,-1.72139E-02
 5.65324E+02, 5.63399E+00, 5.03792E-01, 5.47425E+00,-6.89020E-02, 5.21611E+00,-1.72059E-02
 5.66450E+02, 5.62834E+00, 5.03792E-01, 5.46047E+00,-6.88433E-02, 5.21611E+00,-1.72059E-02
 5.67013E+02, 5.62551E+00, 5.03786E-01, 5.45359E+00,-6.87978E-02, 5.20260E+00,-1.71881E-02
 5.67013E+02, 5.62551E+00, 5.03783E-01, 5.45359E+00,-6.87978E-02, 5.19585E+00,-1.71800E-02
 5.67575E+02, 5.62269E+00, 5.03780E-01, 5.44672E+00,-6.87590E-02, 5.18910E+00,-1.71717E-02
 5.68699E+02, 5.61705E+00, 5.03780E-01, 5.43298E+00,-6.87048E-02, 5.18910E+00,-1.71717E-02
 5.68699E+02, 5.61705E+00, 5.03775E-01, 5.43298E+00,-6.87048E-02, 5.17561E+00,-1.71537E-02
 5.69260E+02, 5.61423E+00, 5.03775E-01, 5.42611E+00,-6.86599E-02, 5.17561E+00,-1.71537E-02
 5.69821E+02, 5.61142E+00, 5.03769E-01, 5.41925E+00,-6.86374E-02, 5.16214E+00,-1.71364E-02
 5.70382E+02, 5.60860E+00, 5.03769E-01, 5.41239E+00,-6.85915E-02, 5.16214E+00,-1.71364E-02
 5.70943E+02, 5.60579E+00, 5.03767E-01, 5.40553E+00,-6.85526E-02, 5.15541E+00,-1.71284E-02
 5.71503E+02, 5.60298E+00, 5.03761E-01, 5.39868E+00,-6.85165E-02, 5.14196E+00,-1.71116E-02
 5.72063E+02, 5.60016E+00, 5.03761E-01, 5.39183E+00,-6.84815E-02, 5.14196E+00,-1.71116E-02
 5.73182E+02, 5.59455E+00, 5.03753E-01, 5.37814E+00,-6.84297E-02, 5.12181E+00,-1.70851E-02
 5.73182E+02, 5.59455E+00, 5.03753E-01, 5.37814E+00,-6.84297E-02, 5.12181E+00,-1.70851E-02
 5.74300E+02, 5.58894E+00, 5.03747E-01, 5.36447E+00,-6.83629E-02, 5.10839E+00,-1.70679E-02
 5.74300E+02, 5.58894E+00, 5.03747E-01, 5.36447E+00,-6.83629E-02, 5.10839E+00,-1.70679E-02
 5.74859E+02, 5.58613E+00, 5.03747E-01, 5.35764E+00,-6.83172E-02, 5.10839E+00,-1.70679E-02
 5.75417E+02, 5.58333E+00, 5.03744E-01, 5.35081E+00,-6.82783E-02, 5.10169E+00,-1.70599E-02
 5.75975E+02, 5.58053E+00, 5.03739E-01, 5.34398E+00,-6.82589E-02, 5.08829E+00,-1.70422E-02
 5.77091E+02, 5.57493E+00, 5.03733E-01, 5.33035E+00,-6.81755E-02, 5.07491E+00,-1.70260E-02
 5.77091E+02, 5.57493E+00, 5.03733E-01, 5.33035E+00,-6.81755E-02, 5.07491E+00,-1.70260E-02
 5.78205E+02, 5.56934E+00, 5.03728E-01, 5.31672E+00,-6.81218E-02, 5.06154E+00,-1.70082E-02
 5.78762E+02, 5.56654E+00, 5.03725E-01, 5.30991E+00,-6.80773E-02, 5.05486E+00,-1.70001E-02
 5.78762E+02, 5.56654E+00, 5.03725E-01, 5.30991E+00,-6.80773E-02, 5.05486E+00,-1.70001E-02
 5.79318E+02, 5.56375E+00, 5.03722E-01, 5.30311E+00,-6.80389E-02, 5.04818E+00,-1.69919E-02
 5.80430E+02, 5.55816E+00, 5.03717E-01, 5.28951E+00,-6.79687E-02, 5.03484E+00,-1.69750E-02
 5.80430E+02, 5.55816E+00, 5.03717E-01, 5.28951E+00,-6.79687E-02, 5.03484E+00,-1.69750E-02
 5.81541E+02, 5.55259E+00, 5.03711E-01, 5.27593E+00,-6.79172E-02, 5.02151E+00,-1.69572E-02
 5.81541E+02, 5.55259E+00, 5.03711E-01, 5.27593E+00,-6.79172E-02, 5.02151E+00,-1.69572E-02
 5.82650E+02, 5.54701E+00, 5.03709E-01, 5.26235E+00,-6.78348E-02, 5.01485E+00,-1.69492E-02
 5.83205E+02, 5.54422E+00, 5.03706E-01, 5.25557E+00,-6.77992E-02, 5.00820E+00,-1.69409E-02
 5.83759E+02, 5.54144E+00, 5.03703E-01, 5.24880E+00,-6.77647E-02, 5.00154E+00,-1.69325E-02
 5.83759E+02, 5.54144E+00, 5.03703E-01, 5.24880E+00,-6.77647E-02, 5.00154E+00,-1.69325E-02
 5.84866E+02, 5.53588E+00, 5.03698E-01, 5.23525E+00,-6.77032E-02, 4.98825E+00,-1.69148E-02
 5.84866E+02, 5.53588E+00, 5.03698E-01, 5.23525E+00,-6.77032E-02, 4.98825E+00,-1.69148E-02
